Country,Original Principal Amount,Cancelled Amount,Undisbursed Amount,Disbursed Amount,Borrower's Obligation,Country_Code,Indicator_Name,Indicator_Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,developed
New Zealand,126800000.0,25254120.91,0.0,101545879.1,0.0,NZL,GDP (current US$),NY.GDP.MKTP.CD,52622954599.0,53872463497.0,66627729311.0,88250885550.0,103906000000.0,114720000000.0,111539000000.0,137189000000.0,133131000000.0,121374000000.0,146518000000.0,168291000000.0,176207000000.0,190907000000.0,201313000000.0,178064000000.0,188838000000.0,206556000000.0,211887000000.0,213092000000.0,212570000000.0,255552000000.0,247234000000.0,1.0
Oman,157050000.0,14739777.51,0.0,142310222.5,0.0,OMN,GDP (current US$),NY.GDP.MKTP.CD,19507452536.0,19452000520.0,20142756047.0,21633708192.0,24763712874.0,31081991678.0,37215779714.0,42085379454.0,60905452536.0,48388363589.0,64993498049.0,77497529259.0,87408842653.0,89936020806.0,92699089727.0,78710793238.0,75128738622.0,80856697009.0,91505851756.0,88060858257.0,75909397659.0,88191977373.0,114667000000.0,1.0
Panama,4178090000.0,443358836.5,272824107.3,3461907056.0,1667727359.0,PAN,GDP (current US$),NY.GDP.MKTP.CD,12304115000.0,12502013400.0,12994310400.0,13693981200.0,15013381700.0,16374393900.0,18141666300.0,21295984200.0,25155888600.0,27116635600.0,29440287600.0,34686224300.0,40429700000.0,45599900000.0,49921400000.0,54091800000.0,57907700000.0,62202700000.0,67294169235.0,69721787533.0,57086836942.0,67406738052.0,76522511781.0,1.0
Poland,16450600000.0,1205598967.0,305553703.8,14943404714.0,6036895528.0,POL,GDP (current US$),NY.GDP.MKTP.CD,172220000000.0,190905000000.0,199070000000.0,217829000000.0,255107000000.0,306146000000.0,344627000000.0,429021000000.0,533600000000.0,439732000000.0,475697000000.0,524374000000.0,495231000000.0,515762000000.0,539081000000.0,477111000000.0,470025000000.0,524641000000.0,588780000000.0,596058000000.0,599443000000.0,679442000000.0,688177000000.0,1.0
Portugal,1338800000.0,365155999.8,0.0,973628417.8,0.0,PRT,GDP (current US$),NY.GDP.MKTP.CD,118605000000.0,121604000000.0,134796000000.0,165226000000.0,189382000000.0,197254000000.0,208756000000.0,240496000000.0,263416000000.0,244668000000.0,238113000000.0,245118000000.0,216224000000.0,226434000000.0,229902000000.0,199394000000.0,206426000000.0,221358000000.0,242313000000.0,239987000000.0,229032000000.0,253983000000.0,251945000000.0,1.0
Singapore,181300000.0,1946755.45,0.0,179353244.6,-0.02,SGP,GDP (current US$),NY.GDP.MKTP.CD,96076521349.0,89793815728.0,92538355643.0,97646382413.0,115034000000.0,127808000000.0,148627000000.0,180942000000.0,193617000000.0,194150000000.0,239808000000.0,279357000000.0,295093000000.0,307576000000.0,314864000000.0,307999000000.0,319030000000.0,343273000000.0,376870000000.0,376837000000.0,348392000000.0,423797000000.0,466789000000.0,1.0
Serbia,7560279508.0,1009740734.0,751568546.8,5598821220.0,2417000971.0,SRB,GDP (current US$),NY.GDP.MKTP.CD,6875845987.0,12960546471.0,17120906918.0,22482365322.0,26141968161.0,27683225959.0,32482070360.0,43170990616.0,52194221469.0,45162894381.0,41819468692.0,49258136129.0,43309252921.0,48394239475.0,47062202241.0,39655949731.0,40692661657.0,44179075779.0,50640662859.0,51514242776.0,53356484764.0,63082021206.0,63501748652.0,1.0
Slovenia,371845701.1,66852188.75,0.0,299278073.7,0.0,SVN,GDP (current US$),NY.GDP.MKTP.CD,20289627637.0,20876309970.0,23489890274.0,29634713641.0,34414784504.0,36206395971.0,39481045038.0,48067401207.0,55779427740.0,50567734886.0,48208240226.0,51583869785.0,46577793184.0,48415657265.0,49997186439.0,43107506024.0,44766722791.0,48589100043.0,54177882426.0,54331588482.0,53706800044.0,61748586535.0,62117768015.0,1.0
Thailand,9453140000.0,1301035953.0,0.0,8151817580.0,583000000.0,THA,GDP (current US$),NY.GDP.MKTP.CD,126392000000.0,120296000000.0,134301000000.0,152281000000.0,172896000000.0,189318000000.0,221758000000.0,262943000000.0,291383000000.0,281711000000.0,341105000000.0,370819000000.0,397558000000.0,420334000000.0,407339000000.0,401296000000.0,413366000000.0,456357000000.0,506754000000.0,543977000000.0,500457000000.0,505568000000.0,495341000000.0,1.0
Trinidad and Tobago,353600000.0,45778820.54,7864150.03,299957029.4,12135849.98,TTO,GDP (current US$),NY.GDP.MKTP.CD,8154342548.0,8824849663.0,9008297748.0,11305459802.0,13280292692.0,15982388173.0,18369361094.0,21641620050.0,27871587350.0,19172165226.0,22157919434.0,25433008605.0,27121712419.0,28557451150.0,29489012807.0,26851970249.0,23496215881.0,23797686962.0,24322359037.0,23849557811.0,21059428846.0,24460196270.0,27899082337.0,1.0
Uruguay,4904860000.0,792990745.6,61051257.91,4141870733.0,1325765395.0,URY,GDP (current US$),NY.GDP.MKTP.CD,22823271521.0,20898762265.0,13606515936.0,12045638210.0,13686329890.0,17362857684.0,19741420467.0,23797773024.0,31119603034.0,32708318594.0,41950361212.0,50342405198.0,54232266359.0,61337620936.0,61496186974.0,57680328702.0,57480788380.0,65006047680.0,65203071111.0,62048585619.0,53666908480.0,61412268249.0,71177146197.0,1.0
Kazakhstan,9086012440.0,2058317045.0,455447923.8,7514959251.0,3457980096.0,KAZ,GDP (current US$),NY.GDP.MKTP.CD,18291990619.0,22152689130.0,24636598581.0,30833692831.0,43151647003.0,57123671734.0,81003864916.0,104850000000.0,133442000000.0,115309000000.0,148047000000.0,192626000000.0,207999000000.0,236635000000.0,221416000000.0,184388000000.0,137278000000.0,166806000000.0,179340000000.0,181667000000.0,171082000000.0,197112000000.0,220623000000.0,1.0
Lithuania,490790000.0,94745349.13,-0.01,404108184.1,0.0,LTU,GDP (current US$),NY.GDP.MKTP.CD,11524776867.0,12237388002.0,14259781159.0,18781721376.0,22627507452.0,26097677572.0,30183575104.0,39697891352.0,47797551588.0,37388122046.0,37128694028.0,43535051482.0,42927454291.0,46523420074.0,48533659592.0,41435533340.0,43047309306.0,47758736932.0,53751411409.0,54760617013.0,56914826861.0,66414994992.0,70334299008.0,1.0
Romania,17003550000.0,1035406997.0,2319294909.0,13499585020.0,4568877609.0,ROU,GDP (current US$),NY.GDP.MKTP.CD,37253738081.0,40395114265.0,46065502703.0,57806382692.0,74973660681.0,98454374488.0,122024000000.0,174589000000.0,214317000000.0,174102000000.0,170029000000.0,192614000000.0,179133000000.0,189789000000.0,199714000000.0,177884000000.0,185288000000.0,210147000000.0,243316000000.0,251018000000.0,251363000000.0,285405000000.0,301262000000.0,1.0
Austria,106336428.6,1476346.0,0.0,104860082.6,0.01,AUT,GDP (current US$),NY.GDP.MKTP.CD,197290000000.0,197509000000.0,214395000000.0,262274000000.0,301458000000.0,316092000000.0,336280000000.0,389186000000.0,432052000000.0,401759000000.0,392275000000.0,431685000000.0,409402000000.0,430191000000.0,442585000000.0,381971000000.0,395837000000.0,417261000000.0,454991000000.0,444621000000.0,435225000000.0,480368000000.0,471400000000.0,1.0
